2010 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-22T07:44:31 Cycle:616f42f6-2035-4b88-9530-8ecd800c5267 Created:2010-08-22T07:29:29 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
VIC,225,Maribyrnong,3348,Avondale Heights,1269,68.56,582,31.44,1851,-3.6
VIC,225,Maribyrnong,12080,Avondale Heights Central,1589,63.11,929,36.89,2518,1.2
VIC,225,Maribyrnong,3349,Avondale Heights North,1180,71.73,465,28.27,1645,2.3
VIC,225,Maribyrnong,4582,Buckley Park,1113,57.11,836,42.89,1949,3.32
VIC,225,Maribyrnong,30216,Divisional Office (PREPOLL),515,56.72,393,43.28,908,9.19
VIC,225,Maribyrnong,33305,Essendon,1085,56.6,832,43.4,1917,2.31
VIC,225,Maribyrnong,4585,Essendon North,1090,60.42,714,39.58,1804,3.92
VIC,225,Maribyrnong,4586,Essendon South,1156,62.15,704,37.85,1860,3.58
VIC,225,Maribyrnong,4587,Essendon West,1020,56.54,784,43.46,1804,4.01
VIC,225,Maribyrnong,4590,Glenbervie,285,78.95,76,21.05,361,19.08
VIC,225,Maribyrnong,3355,Kealba,1232,71.26,497,28.74,1729,-1.83
VIC,225,Maribyrnong,3358,Keilor East,1273,67.18,622,32.82,1895,1.61
VIC,225,Maribyrnong,4592,Keilor Heights,1501,65.57,788,34.43,2289,3.89
VIC,225,Maribyrnong,4593,Keilor Park,962,66.3,489,33.7,1451,2.81
VIC,225,Maribyrnong,4594,Keilor South,1453,61.52,909,38.48,2362,0.92
VIC,225,Maribyrnong,3692,Maribyrnong (Maribyrnong),600,63.03,352,36.97,952,0.57
VIC,225,Maribyrnong,32041,Melbourne (Maribyrnong),50,75.76,16,24.24,66,7.29
VIC,225,Maribyrnong,4597,Moonee Ponds Central,194,72.39,74,27.61,268,19.92
VIC,225,Maribyrnong,33128,Moonee Ponds MARIBYRNONG PPVC,2421,61.18,1536,38.82,3957,13.61
VIC,225,Maribyrnong,4598,Moonee Ponds South,580,68.88,262,31.12,842,0.76
VIC,225,Maribyrnong,4599,Moonee Ponds West,1444,66.3,734,33.7,2178,1.7
VIC,225,Maribyrnong,4600,Niddrie,1097,64.11,614,35.89,1711,3.59
VIC,225,Maribyrnong,4601,Niddrie Central,1146,57.65,842,42.35,1988,3.47
VIC,225,Maribyrnong,32076,Special Hospital Team 1,0,0,0,0,0,-50
VIC,225,Maribyrnong,3360,St Albans,914,78.05,257,21.95,1171,2.34
VIC,225,Maribyrnong,3361,St Albans East,1593,78.78,429,21.22,2022,2.52
VIC,225,Maribyrnong,58805,St Albans MARIBYRNONG PPVC,1966,76.74,596,23.26,2562,29.21
VIC,225,Maribyrnong,3362,St Albans North,1152,74.66,391,25.34,1543,-3.84
VIC,225,Maribyrnong,3364,St Albans South East,1344,79.43,348,20.57,1692,0.05
VIC,225,Maribyrnong,3699,Sunshine,972,71.68,384,28.32,1356,-2.34
VIC,225,Maribyrnong,33180,Sunshine MARIBYRNONG PPVC,2085,75.98,659,24.02,2744,28.42
VIC,225,Maribyrnong,3367,Sunshine North,1676,79.92,421,20.08,2097,2.67
VIC,225,Maribyrnong,3368,Sunvale (Maribyrnong),977,77.23,288,22.77,1265,5.5
VIC,226,McEwen,4307,Alexandra,701,47.78,766,52.22,1467,5.73
VIC,226,McEwen,4309,Arthurs Creek,170,40.28,252,59.72,422,4.34
VIC,226,McEwen,4868,Badger Creek,621,60.53,405,39.47,1026,7.94
VIC,226,McEwen,4312,Beveridge,130,45.45,156,54.55,286,-8.92
VIC,226,McEwen,3260,Bolinda,151,48.09,163,51.91,314,2.09
VIC,226,McEwen,4315,Broadford,1421,64.36,787,35.64,2208,7.5
VIC,226,McEwen,3263,Bullengarook,178,52.05,164,47.95,342,-1.92
VIC,226,McEwen,4871,Buxton,123,47.13,138,52.87,261,0.18
VIC,226,McEwen,11891,Clonbinane,157,63.05,92,36.95,249,3.91
VIC,226,McEwen,4317,Darraweit Guim,123,53.48,107,46.52,230,-0.63
VIC,226,McEwen,3380,Diamond Creek,1541,58.55,1091,41.45,2632,4.87
VIC,226,McEwen,3381,Diamond Creek East,1356,57.75,992,42.25,2348,6.93
VIC,226,McEwen,30217,Divisional Office (PREPOLL),0,0,0,0,0,-48.03
VIC,226,McEwen,3382,Dixons Creek,77,34.22,148,65.78,225,4.07
VIC,226,McEwen,4878,Don Valley,130,55.32,105,44.68,235,9.54
VIC,226,McEwen,4318,Doreen,651,48.58,689,51.42,1340,10.32
VIC,226,McEwen,4319,Eden Park,257,46.22,299,53.78,556,3.65
VIC,226,McEwen,4320,Eildon,250,48.64,264,51.36,514,4.25
VIC,226,McEwen,47750,Epping Views,776,73.76,276,26.24,1052,20.45
VIC,226,McEwen,4324,Flowerdale,207,60.7,134,39.3,341,4.25
VIC,226,McEwen,3284,Gisborne,1282,51.63,1201,48.37,2483,2.99
VIC,226,McEwen,47803,Gisborne South,570,56.89,432,43.11,1002,8.1
VIC,226,McEwen,4882,Gladysdale,227,47.79,248,52.21,475,5.18
VIC,226,McEwen,4325,Glenburn,104,40.31,154,59.69,258,5.76
VIC,226,McEwen,4883,Healesville,413,57.6,304,42.4,717,6.09
VIC,226,McEwen,38409,Healesville Central,1143,58.02,827,41.98,1970,4.14
VIC,226,McEwen,46553,Healesville PPVC,910,52.09,837,47.91,1747,4.07
VIC,226,McEwen,4884,Hoddles Creek,177,49.72,179,50.28,356,8.67
VIC,226,McEwen,3385,Hurstbridge,1364,64.64,746,35.36,2110,6.97
VIC,226,McEwen,3387,Kangaroo Ground,415,47.92,451,52.08,866,2.55
VIC,226,McEwen,4335,Kilmore,1718,54.33,1444,45.67,3162,6.66
VIC,226,McEwen,4336,Kinglake,357,51.89,331,48.11,688,-11.47
VIC,226,McEwen,4337,Kinglake West,379,48.9,396,51.1,775,-7
VIC,226,McEwen,3299,Lancefield,723,54.2,611,45.8,1334,5.29
VIC,226,McEwen,4888,Launching Place,542,56.81,412,43.19,954,8.57
VIC,226,McEwen,47802,Laurimar,938,55.47,753,44.53,1691,11.33
VIC,226,McEwen,3302,Macedon,659,59.69,445,40.31,1104,3.62
VIC,226,McEwen,4891,Marysville,95,46.12,111,53.88,206,4.56
VIC,226,McEwen,31997,Melbourne (McEwen),33,47.14,37,52.86,70,-5.99
VIC,226,McEwen,4340,Mernda,1133,61.41,712,38.59,1845,13.15
VIC,226,McEwen,34245,Mill Park Lakes,2332,70.3,985,29.7,3317,6.9
VIC,226,McEwen,58744,Mill Park MCEWEN PPVC,648,53.69,559,46.31,1207,5.65
VIC,226,McEwen,4892,Millgrove,408,65.91,211,34.09,619,5.66
VIC,226,McEwen,4346,Molesworth,34,35.42,62,64.58,96,8.15
VIC,226,McEwen,3313,Mount Macedon,328,52.65,295,47.35,623,4.64
VIC,226,McEwen,4901,Narbethong,47,47.47,52,52.53,99,0.32
VIC,226,McEwen,3317,New Gisborne,813,51.78,757,48.22,1570,4.34
VIC,226,McEwen,3318,Newham,237,51.52,223,48.48,460,5.11
VIC,226,McEwen,3395,Panton Hill,410,54.89,337,45.11,747,5.75
VIC,226,McEwen,4354,Puckapunyal,97,27.17,260,72.83,357,3.44
VIC,226,McEwen,3320,Pyalong,154,44.64,191,55.36,345,1.91
VIC,226,McEwen,31788,Research (McEwen),1144,50.64,1115,49.36,2259,5.7
VIC,226,McEwen,3322,Riddell,1099,58.61,776,41.39,1875,4.8
VIC,226,McEwen,3323,Romsey,1200,55.76,952,44.24,2152,3.52
VIC,226,McEwen,4356,Seymour,777,52.75,696,47.25,1473,5.13
VIC,226,McEwen,4357,Seymour East,1078,59.33,739,40.67,1817,8.46
VIC,226,McEwen,47752,South Morang (McEwen),421,66.19,215,33.81,636,12.92
VIC,226,McEwen,31758,Special Hospital Team 1,0,0,0,0,0,-41.67
VIC,226,McEwen,32895,Special Hospital Team 2,0,0,0,0,0,-41.07
VIC,226,McEwen,3403,St Andrews,451,64.43,249,35.57,700,-1.11
VIC,226,McEwen,58746,Sunbury MCEWEN PPVC,585,46.76,666,53.24,1251,-1.22
VIC,226,McEwen,4362,Taggerty,87,40.47,128,59.53,215,-0.4
VIC,226,McEwen,4363,Tallarook,200,48.78,210,51.22,410,4.63
VIC,226,McEwen,4366,Thornton,108,46.96,122,53.04,230,8.3
VIC,226,McEwen,3333,Tooborac,76,48.72,80,51.28,156,7.27
VIC,226,McEwen,4367,Toolangi,108,41.54,152,58.46,260,-2.56
VIC,226,McEwen,4370,Wallan East,268,55.49,215,44.51,483,2.35
VIC,226,McEwen,4371,Wallan Wallan,1850,60.98,1184,39.02,3034,7.52
VIC,226,McEwen,4372,Wandong,698,56.52,537,43.48,1235,5.46
VIC,226,McEwen,4917,Warburton,535,67.21,261,32.79,796,4.34
VIC,226,McEwen,4918,Warburton East,293,64.97,158,35.03,451,4.23
VIC,226,McEwen,31770,Warburton PPVC,126,45.32,152,54.68,278,-2.39
VIC,226,McEwen,11529,Wattle Glen,457,62.35,276,37.65,733,8.55
VIC,226,McEwen,4919,Wesburn,511,59.91,342,40.09,853,10.09
VIC,226,McEwen,4374,Whittlesea,1281,51.93,1186,48.07,2467,3.53
VIC,226,McEwen,4375,Wollert,127,43.2,167,56.8,294,-0.48
VIC,226,McEwen,3339,Woodend,1766,63.78,1003,36.22,2769,3.94
VIC,226,McEwen,4920,Woori Yallock,922,51.83,857,48.17,1779,5.27
VIC,226,McEwen,4377,Yan Yean,208,47.27,232,52.73,440,11.88
VIC,226,McEwen,4378,Yarck,77,31.95,164,68.05,241,2.24
VIC,226,McEwen,3410,Yarra Glen,639,43.5,830,56.5,1469,5.65
VIC,226,McEwen,4921,Yarra Junction,521,54.96,427,45.04,948,2.76
VIC,226,McEwen,3411,Yarrambat,501,46.3,581,53.7,1082,8.15
VIC,226,McEwen,4379,Yea,447,44.7,553,55.3,1000,5.93
VIC,227,McMillan,3716,Arawata,50,28.74,124,71.26,174,-5.62
VIC,227,McMillan,3722,Bena,68,32.38,142,67.62,210,2.73
VIC,227,McMillan,3725,Berrys Creek,29,18.35,129,81.65,158,-3.27
VIC,227,McMillan,4383,Bona Vista,105,32.61,217,67.39,322,7.5
VIC,227,McMillan,4384,Buln Buln,168,35.97,299,64.03,467,-0.24
VIC,227,McMillan,4385,Bunyip,523,42.42,710,57.58,1233,2.52
VIC,227,McMillan,8891,Cape Paterson,170,57.63,125,42.37,295,-0.55
VIC,227,McMillan,4386,Cora Lynn,45,24.06,142,75.94,187,0.71
VIC,227,McMillan,4390,Darnum,128,28.83,316,71.17,444,1.35
VIC,227,McMillan,31556,Divisional Office (PREPOLL),798,36.42,1393,63.58,2191,-7.52
VIC,227,McMillan,4391,Drouin,1435,40.48,2110,59.52,3545,0.65
VIC,227,McMillan,3750,Drouin South,146,28.08,374,71.92,520,-4.38
VIC,227,McMillan,4392,Drouin West,177,40.88,256,59.12,433,2.6
VIC,227,McMillan,3630,Dudley,125,51.87,116,48.13,241,-4.97
VIC,227,McMillan,3751,Dumbalk,107,31.2,236,68.8,343,-3.47
VIC,227,McMillan,3754,Ellinbank,74,35.92,132,64.08,206,9.2
VIC,227,McMillan,4393,Erica,70,42.17,96,57.83,166,-2.15
VIC,227,McMillan,3757,Fish Creek,241,41.7,337,58.3,578,4.22
VIC,227,McMillan,3760,Foster,544,44.3,684,55.7,1228,-3.18
VIC,227,McMillan,4395,Garfield,335,38.59,533,61.41,868,1.66
VIC,227,McMillan,3768,Hallora,11,16.67,55,83.33,66,1.6
VIC,227,McMillan,4397,Hill End,31,35.23,57,64.77,88,-9.32
VIC,227,McMillan,3772,Inverloch,1061,53.5,922,46.5,1983,3.91
VIC,227,McMillan,4398,Iona,31,33.33,62,66.67,93,-1.41
VIC,227,McMillan,4399,Jindivick,72,29.39,173,70.61,245,-5.34
VIC,227,McMillan,3775,Kongwak,101,40.89,146,59.11,247,7.56
VIC,227,McMillan,3776,Koonwarra,126,31.58,273,68.42,399,3.01
VIC,227,McMillan,3777,Korumburra,1128,48.7,1188,51.3,2316,6.65
VIC,227,McMillan,4400,Labertouche,54,27,146,73,200,4.1
VIC,227,McMillan,3779,Leongatha,1073,34.37,2049,65.63,3122,-0.16
VIC,227,McMillan,3780,Leongatha South,37,17.7,172,82.3,209,-8.82
VIC,227,McMillan,4402,Lillico,72,30.13,167,69.87,239,1.02
VIC,227,McMillan,3641,Loch,117,38.11,190,61.89,307,0.48
VIC,227,McMillan,4403,Longwarry,315,40.28,467,59.72,782,-0.22
VIC,227,McMillan,3788,Mardan,21,19.81,85,80.19,106,-6.06
VIC,227,McMillan,4890,Maryknoll,122,38.61,194,61.39,316,3.76
VIC,227,McMillan,3790,Meeniyan,234,32.59,484,67.41,718,-0.28
VIC,227,McMillan,32032,Melbourne (McMillan),22,48.89,23,51.11,45,1.52
VIC,227,McMillan,3794,Mirboo North,700,49.37,718,50.63,1418,-5.24
VIC,227,McMillan,4405,Moe,1275,63.91,720,36.09,1995,-2.85
VIC,227,McMillan,4406,Moe Central,662,73.15,243,26.85,905,0.97
VIC,227,McMillan,58753,Moe PPVC,2283,63.07,1337,36.93,3620,18.97
VIC,227,McMillan,4407,Moe West,435,67.65,208,32.35,643,1.86
VIC,227,McMillan,3796,Mount Eccles,36,27.69,94,72.31,130,1.79
VIC,227,McMillan,4412,Nar Nar Goon,266,37.84,437,62.16,703,5.31
VIC,227,McMillan,4902,Nar Nar Goon North,89,32.48,185,67.52,274,-1.45
VIC,227,McMillan,3800,Narracan,70,42.17,96,57.83,166,-8.68
VIC,227,McMillan,4414,Neerim Junction,82,39.61,125,60.39,207,1.01
VIC,227,McMillan,4415,Neerim South,323,38.96,506,61.04,829,2.84
VIC,227,McMillan,3801,Nerrena,46,23.35,151,76.65,197,-1.25
VIC,227,McMillan,4416,Newborough,1002,65.75,522,34.25,1524,-0.98
VIC,227,McMillan,4417,Newborough East,710,66.36,360,33.64,1070,-5.92
VIC,227,McMillan,4418,Nilma,97,32.77,199,67.23,296,-4.11
VIC,227,McMillan,4419,Noojee,48,44.44,60,55.56,108,6.94
VIC,227,McMillan,3648,Nyora,302,44.22,381,55.78,683,2.89
VIC,227,McMillan,4421,Pakenham,1622,53.69,1399,46.31,3021,3.83
VIC,227,McMillan,31058,Pakenham Central,1234,49.76,1246,50.24,2480,5.57
VIC,227,McMillan,46585,Pakenham Interstate PPVC,0,0,0,0,0,0
VIC,227,McMillan,4904,Pakenham North,1095,50.44,1076,49.56,2171,4.41
VIC,227,McMillan,46584,Pakenham PPVC,1183,42.05,1630,57.95,2813,-2.03
VIC,227,McMillan,4422,Pakenham South,39,29.1,95,70.9,134,-6.15
VIC,227,McMillan,31495,Pakenham Upper (McMillan),138,32.86,282,67.14,420,0.4
VIC,227,McMillan,3650,Poowong,190,33.93,370,66.07,560,6.49
VIC,227,McMillan,3812,Port Franklin,36,29.75,85,70.25,121,-9.8
VIC,227,McMillan,4423,Rawson,84,56,66,44,150,1.16
VIC,227,McMillan,3814,Ripplebrook,26,27.66,68,72.34,94,4.26
VIC,227,McMillan,4424,Rokeby,94,49.47,96,50.53,190,3.23
VIC,227,McMillan,31540,Special Hospital Team 1,0,0,0,0,0,-36.71
VIC,227,McMillan,31549,Special Hospital Team 2,0,0,0,0,0,-36.9
VIC,227,McMillan,31550,Special Hospital Team 3,0,0,0,0,0,-36.36
VIC,227,McMillan,31551,Special Hospital Team 4,0,0,0,0,0,-37.01
VIC,227,McMillan,4426,Tanjil South,84,38.89,132,61.11,216,-0.14
VIC,227,McMillan,3830,Tarwin Lower,278,49.29,286,50.71,564,3.46
VIC,227,McMillan,3831,Tetoora Road,55,41.04,79,58.96,134,3.11
VIC,227,McMillan,3832,Thorpdale,134,35.08,248,64.92,382,1.26
VIC,227,McMillan,4912,Toomuc Valley,44,38.94,69,61.06,113,8.94
VIC,227,McMillan,3835,Toora,229,44.73,283,55.27,512,0.77
VIC,227,McMillan,4427,Trafalgar,819,43.8,1051,56.2,1870,-1.87
VIC,227,McMillan,4433,Tynong,135,38.46,216,61.54,351,-0.19
VIC,227,McMillan,4913,Tynong North,42,36.84,72,63.16,114,6.54
VIC,227,McMillan,46587,Vision Australia PPVC,221,34.26,424,65.74,645,-9.99
VIC,227,McMillan,4434,Warragul,893,45.68,1062,54.32,1955,0.47
VIC,227,McMillan,4435,Warragul East,503,40.66,734,59.34,1237,-0.64
VIC,227,McMillan,4436,Warragul North,690,42.78,923,57.22,1613,3.74
VIC,227,McMillan,34224,Warragul PPVC,998,37.55,1660,62.45,2658,-6.55
VIC,227,McMillan,3838,Welshpool,132,33.08,267,66.92,399,-2.09
VIC,227,McMillan,4438,Willowgrove,130,39.76,197,60.24,327,-2.45
VIC,227,McMillan,3669,Wonthaggi,557,55.76,442,44.24,999,-1.56
VIC,227,McMillan,3671,Wonthaggi North,609,54.38,511,45.63,1120,1.71
VIC,227,McMillan,38307,Wonthaggi PPVC,1544,52.36,1405,47.64,2949,8.28
VIC,227,McMillan,4439,Yallourn North,409,71.63,162,28.37,571,-1.1
VIC,227,McMillan,3845,Yanakie,53,33.54,105,66.46,158,-3.27
VIC,227,McMillan,4440,Yarragon,353,41.33,501,58.67,854,-4.03
VIC,228,Melbourne,4610,Abbotsford,0,0,0,0,0,0
VIC,228,Melbourne,3085,Alphington (Melbourne),0,0,0,0,0,0
VIC,228,Melbourne,58528,Anstey (Melbourne),0,0,0,0,0,0
VIC,228,Melbourne,4611,Ascot Vale,0,0,0,0,0,0
VIC,228,Melbourne,4612,Ascot Vale Central,0,0,0,0,0,0
VIC,228,Melbourne,4613,Ascot Vale East,0,0,0,0,0,0
VIC,228,Melbourne,4614,Ascot Vale West,0,0,0,0,0,0
VIC,228,Melbourne,4618,Brunswick South East,0,0,0,0,0,0
VIC,228,Melbourne,4621,Carlton,0,0,0,0,0,0
VIC,228,Melbourne,4622,Carlton Central,0,0,0,0,0,0
VIC,228,Melbourne,4624,Carlton South,0,0,0,0,0,0
VIC,228,Melbourne,4625,Clifton Hill,0,0,0,0,0,0
VIC,228,Melbourne,4626,Collingwood,0,0,0,0,0,0
VIC,228,Melbourne,4627,Collingwood North,0,0,0,0,0,0
VIC,228,Melbourne,4628,Delbridge,0,0,0,0,0,0
VIC,228,Melbourne,30219,Divisional Office (PREPOLL),0,0,0,0,0,0
VIC,228,Melbourne,47808,Docklands,0,0,0,0,0,0
VIC,228,Melbourne,4629,East Melbourne,0,0,0,0,0,0
VIC,228,Melbourne,4631,Fitzroy,0,0,0,0,0,0
VIC,228,Melbourne,33053,Fitzroy East,0,0,0,0,0,0
VIC,228,Melbourne,4633,Fitzroy North,0,0,0,0,0,0
VIC,228,Melbourne,4634,Flemington,0,0,0,0,0,0
VIC,228,Melbourne,4635,Hotham Hill,0,0,0,0,0,0
VIC,228,Melbourne,4636,Kensington,0,0,0,0,0,0
VIC,228,Melbourne,4637,Melbourne (Melbourne),0,0,0,0,0,0
VIC,228,Melbourne,38428,Melbourne CBD PPVC,0,0,0,0,0,0
VIC,228,Melbourne,14318,Melbourne Central MELBOURNE PPVC,0,0,0,0,0,0
VIC,228,Melbourne,11762,Melbourne West PPVC,0,0,0,0,0,0
VIC,228,Melbourne,4638,Merri,0,0,0,0,0,0
VIC,228,Melbourne,58763,Moonee Ponds MELBOURNE PPVC,0,0,0,0,0,0
VIC,228,Melbourne,4639,Newmarket,0,0,0,0,0,0
VIC,228,Melbourne,4640,North Melbourne,0,0,0,0,0,0
VIC,228,Melbourne,4641,North Melbourne Central,0,0,0,0,0,0
VIC,228,Melbourne,4642,Parkville,0,0,0,0,0,0
VIC,228,Melbourne,4630,Princes Hill,0,0,0,0,0,0
VIC,228,Melbourne,4677,Richmond,0,0,0,0,0,0
VIC,228,Melbourne,4643,Richmond Central,0,0,0,0,0,0
VIC,228,Melbourne,4678,Richmond East,0,0,0,0,0,0
VIC,228,Melbourne,4644,Richmond North,0,0,0,0,0,0
VIC,228,Melbourne,4679,Richmond South,0,0,0,0,0,0
VIC,228,Melbourne,11893,Richmond West,0,0,0,0,0,0
VIC,228,Melbourne,4650,Special Hospital Team 1,0,0,0,0,0,0
VIC,228,Melbourne,4651,Special Hospital Team 2,0,0,0,0,0,0
VIC,228,Melbourne,4652,Special Hospital Team 3,0,0,0,0,0,0
VIC,228,Melbourne,4653,Special Hospital Team 4,0,0,0,0,0,0
VIC,228,Melbourne,31964,Special Hospital Team 5,0,0,0,0,0,0
VIC,228,Melbourne,31965,Special Hospital Team 6,0,0,0,0,0,0
VIC,228,Melbourne,31966,Special Hospital Team 7,0,0,0,0,0,0
VIC,228,Melbourne,58796,Town Hall Melbourne PPVC,0,0,0,0,0,0
VIC,230,Melbourne Ports,4656,Argyle,645,70.65,268,29.35,913,-1.07
VIC,230,Melbourne Ports,4657,Bridport,1724,56.71,1316,43.29,3040,1.16
VIC,230,Melbourne Ports,3859,Camden,1082,52.4,983,47.6,2065,4.54
VIC,230,Melbourne Ports,3924,Caulfield,837,48.44,891,51.56,1728,2.68
VIC,230,Melbourne Ports,3926,Caulfield East,827,49.85,832,50.15,1659,-1.12
VIC,230,Melbourne Ports,3928,Caulfield North,992,47.67,1089,52.33,2081,0.21
VIC,230,Melbourne Ports,3860,Caulfield South,846,48.76,889,51.24,1735,1.19
VIC,230,Melbourne Ports,3929,Caulfield Upper,786,54.62,653,45.38,1439,3.87
VIC,230,Melbourne Ports,3861,Caulfield West,592,46.18,690,53.82,1282,0.07
VIC,230,Melbourne Ports,30221,Divisional Office (PREPOLL),0,0,0,0,0,-57.14
VIC,230,Melbourne Ports,36436,Domain,592,50.38,583,49.62,1175,-0.04
VIC,230,Melbourne Ports,3863,Elsternwick,1232,61.32,777,38.68,2009,3.62
VIC,230,Melbourne Ports,3864,Elsternwick North,711,57.52,525,42.48,1236,-1.82
VIC,230,Melbourne Ports,4661,Elwood,881,62.53,528,37.47,1409,3.93
VIC,230,Melbourne Ports,4662,Elwood North,2172,68.11,1017,31.89,3189,-0.43
VIC,230,Melbourne Ports,4663,Emerald Hill,1079,57.7,791,42.3,1870,-0.47
VIC,230,Melbourne Ports,4665,Graham,672,57.44,498,42.56,1170,-0.84
VIC,230,Melbourne Ports,4669,Kerferd,1757,54.45,1470,45.55,3227,-0.26
VIC,230,Melbourne Ports,32038,Melbourne (Melbourne Ports),292,39.78,442,60.22,734,-16.19
VIC,230,Melbourne Ports,58803,Melbourne CBD MELBOURNE PORTS PPVC,502,59.83,337,40.17,839,2.29
VIC,230,Melbourne Ports,58641,Melbourne Central MELB PORTS PPVC,408,50.75,396,49.25,804,-6.77
VIC,230,Melbourne Ports,4655,Melbourne South,593,44.89,728,55.11,1321,-6.17
VIC,230,Melbourne Ports,58782,Melbourne West MELB PORTS PPVC,554,51.73,517,48.27,1071,-5.82
VIC,230,Melbourne Ports,4670,Middle Park,446,59.15,308,40.85,754,0.83
VIC,230,Melbourne Ports,4672,Port Melbourne,1697,55.69,1350,44.31,3047,-0.22
VIC,230,Melbourne Ports,8904,Redan Central,683,68.44,315,31.56,998,-1.14
VIC,230,Melbourne Ports,3879,Ripponlea East,707,64.98,381,35.02,1088,2.5
VIC,230,Melbourne Ports,3880,Ripponlea North,1064,69.82,460,30.18,1524,1.18
VIC,230,Melbourne Ports,4686,Sandridge,945,67.99,445,32.01,1390,-3.32
VIC,230,Melbourne Ports,4687,South Melbourne,1263,54.49,1055,45.51,2318,-0.55
VIC,230,Melbourne Ports,36435,Southbank,758,53.23,666,46.77,1424,5.3
VIC,230,Melbourne Ports,4690,Special Hospital Team 1,0,0,0,0,0,-50.97
VIC,230,Melbourne Ports,11584,Special Hospital Team 2,0,0,0,0,0,-51.92
VIC,230,Melbourne Ports,4681,St Kilda,2010,70.11,857,29.89,2867,-1.97
VIC,230,Melbourne Ports,4682,St Kilda Beach,636,66.46,321,33.54,957,-4.56
VIC,230,Melbourne Ports,4683,St Kilda North,1190,70.37,501,29.63,1691,4.52
VIC,230,Melbourne Ports,4684,St Kilda Park,1567,68.49,721,31.51,2288,2.14
VIC,230,Melbourne Ports,11763,St Kilda PPVC,3108,59.71,2097,40.29,5205,2.18
VIC,230,Melbourne Ports,4685,St Kilda South,1350,70.83,556,29.17,1906,-0.92
VIC,229,Menzies,4692,Beverley Hills,1121,46.88,1270,53.12,2391,-1.29
VIC,229,Menzies,4694,Bulleen,1286,46.33,1490,53.67,2776,-3.82
VIC,229,Menzies,4695,Bulleen West,494,50.51,484,49.49,978,-4.14
VIC,229,Menzies,30220,Divisional Office (PREPOLL),120,38.71,190,61.29,310,-2.54
VIC,229,Menzies,4696,Donburn,554,41.97,766,58.03,1320,-6.27
VIC,229,Menzies,4697,Doncaster,891,42.53,1204,57.47,2095,-5.9
VIC,229,Menzies,4698,Doncaster Central,1228,45.75,1456,54.25,2684,-6.61
VIC,229,Menzies,4699,Doncaster East,1650,44.69,2042,55.31,3692,-5.75
VIC,229,Menzies,32953,Doncaster East PPVC,1360,36.64,2352,63.36,3712,-4.62
VIC,229,Menzies,4715,Doncaster Gardens,798,47.25,891,52.75,1689,-5.41
VIC,229,Menzies,4700,Doncaster Heights,663,42.64,892,57.36,1555,-3.99
VIC,229,Menzies,4701,Doncaster Park,344,49.93,345,50.07,689,1.95
VIC,229,Menzies,4702,Doncaster South,555,47.35,617,52.65,1172,-3.44
VIC,229,Menzies,4703,Doncaster West,776,49.21,801,50.79,1577,-3.92
VIC,229,Menzies,3383,Donvale,852,32.27,1788,67.73,2640,-4.97
VIC,229,Menzies,11875,Gumnut Gully,484,41.94,670,58.06,1154,-1.08
VIC,229,Menzies,3386,Kalinda (Menzies),626,43.23,822,56.77,1448,1.12
VIC,229,Menzies,4708,Lower Templestowe,612,46.79,696,53.21,1308,-2.94
VIC,229,Menzies,32894,Manningham,396,39.4,609,60.6,1005,-4.77
VIC,229,Menzies,32044,Melbourne (Menzies),44,41.51,62,58.49,106,-7.33
VIC,229,Menzies,4709,Milgate,951,38.12,1544,61.88,2495,-4.16
VIC,229,Menzies,3396,Park Orchards,661,36.16,1167,63.84,1828,0.18
VIC,229,Menzies,11531,Parkwood,552,41.01,794,58.99,1346,-1.17
VIC,229,Menzies,58638,Ringwood MENZIES PPVC,255,34.27,489,65.73,744,-6.96
VIC,229,Menzies,3401,Ringwood North (Menzies),488,39.84,737,60.16,1225,2.08
VIC,229,Menzies,4710,Serpell,879,32,1868,68,2747,-9.22
VIC,229,Menzies,31723,Special Hospital Team 1,0,0,0,0,0,-29.68
VIC,229,Menzies,31724,Special Hospital Team 2,0,0,0,0,0,-29.87
VIC,229,Menzies,31725,Special Hospital Team 3,0,0,0,0,0,-29.79
VIC,229,Menzies,4711,Templestowe,661,41.03,950,58.97,1611,-1.47
VIC,229,Menzies,4712,Templestowe Heights,1877,43.37,2451,56.63,4328,-3.42
VIC,229,Menzies,4713,Templestowe Park,753,33.16,1518,66.84,2271,-2.42
VIC,229,Menzies,4714,Templestowe Valley,650,43.16,856,56.84,1506,-6.27
VIC,229,Menzies,11876,The Pines,979,36.69,1689,63.31,2668,-5.14
VIC,229,Menzies,3404,Tunstall,797,45.62,950,54.38,1747,-1.02
VIC,229,Menzies,3405,Warrandyte,1125,47.39,1249,52.61,2374,0.42
VIC,229,Menzies,3407,Warrandyte South,156,34.36,298,65.64,454,-0.84
VIC,229,Menzies,31844,Warranwood,996,43.99,1268,56.01,2264,2.07
VIC,229,Menzies,3409,Wonga Park,606,36.31,1063,63.69,1669,4.67
VIC,229,Menzies,4716,Yarraleen,750,43.83,961,56.17,1711,-3.9
